Brand,Description,Size,SalesQuantity,SalesPrice,SalesDate
5364,Kahlua,1.75L,2,32.78,2016-07-27
1376,Jim Beam,1.75L,1,25.27,2016-07-27
8068,Absolut 80 Proof,1.75L,3,25.14,2016-07-27
2585,Jameson Irish Whiskey,750mL,6,22.99,2016-07-27
3348,Bombay Sapphire Gin,1.75L,1,36.53,2016-07-27
5365,Kahlua,750mL,2,20.32,2016-07-27
1376,Jim Beam,1.75L,1,23.29,2016-07-27
1376,Jim Beam,1.75L,3,22.77,2016-07-27
3802,Three Olives Vodka,1.75L,4,17.99,2016-07-27
2120,Canadian Club,1.75L,4,15.93,2016-07-27
1476,Jim Beam Traveler,1.75L,11,22.21,2016-07-27
3545,Ketel One Vodka,1.75L,7,31.4,2016-07-27
3826,Skyy Vodka,1.75L,2,24.57,2016-07-27
3858,Grey Goose Vodka,750mL,7,23.34,2016-07-27
4261,Capt Morgan Spiced Rum,1.75L,21,22.49,2016-07-27
2432,Crown Royal,750mL,1,22.52,2016-07-27
2127,Canadian Ltd,1.75L,8,10.4,2016-07-27
6570,Kendall Jackson Chard Vt RSV,750mL,13,13.88,2016-07-27
3102,Smirnoff Traveler,1.75L,2,17.71,2016-07-27
6650,Simi Chard,750mL,33,10.59,2016-07-27
11219,Josh Cellars Cab Svgn Sonoma,750mL,2,16.38,2016-07-27
3650,Patron Silver Tequila,750mL,2,49.97,2016-07-27
3650,Patron Silver Tequila,750mL,2,48.11,2016-07-27
5103,Fireball Cinnamon Whisky,1.75L,5,25.64,2016-07-27
2585,Jameson Irish Whiskey,750mL,4,23.0,2016-07-27
3180,New Amsterdam Vodka,1.75L,3,14.81,2016-07-27
8159,Jose Cuervo Especial,1.75L,6,25.65,2016-07-27
4261,Capt Morgan Spiced Rum,1.75L,1,21.87,2016-07-27
2120,Canadian Club,1.75L,6,16.91,2016-07-27
2120,Canadian Club,1.75L,5,16.57,2016-07-27
3489,Tanqueray,1.75L,2,30.84,2016-07-27
3348,Bombay Sapphire Gin,1.75L,3,37.83,2016-07-27
3913,Svedka Vodka,1.75L,1,23.17,2016-07-27
3802,Three Olives Vodka,1.75L,2,18.03,2016-07-27
3802,Three Olives Vodka,1.75L,6,18.29,2016-07-27
4227,Bacardi Superior Rum Trav,1.75L,5,17.73,2016-07-27
8082,Baileys Irish Cream,1.75L,2,34.57,2016-07-27
2432,Crown Royal,750mL,1,23.49,2016-07-27
2120,Canadian Club,1.75L,1,16.44,2016-07-27
3913,Svedka Vodka,1.75L,1,22.92,2016-07-27
8082,Baileys Irish Cream,1.75L,1,34.48,2016-07-27
3405,Tito's Handmade Vodka,1.75L,9,28.03,2016-07-27
8068,Absolut 80 Proof,1.75L,3,26.66,2016-07-27
4262,Capt Morgan Spiced Rum,750mL,3,16.77,2016-07-27
2432,Crown Royal,750mL,1,22.45,2016-07-27
3893,Zhenka 80 Proof,1.75L,6,9.97,2016-07-27
8082,Baileys Irish Cream,1.75L,1,39.56,2016-07-27
3858,Grey Goose Vodka,750mL,5,23.44,2016-07-27
8680,Crown Royal,1.75L,3,44.5,2016-07-27
5138,Fireball Cinnamon Whisky,750mL,1,13.86,2016-07-27
3405,Tito's Handmade Vodka,1.75L,2,28.58,2016-07-27
3802,Three Olives Vodka,1.75L,6,17.94,2016-07-27
3180,New Amsterdam Vodka,1.75L,2,16.47,2016-07-27
4261,Capt Morgan Spiced Rum,1.75L,11,22.53,2016-07-27
1476,Jim Beam Traveler,1.75L,1,21.42,2016-07-27
3650,Patron Silver Tequila,750mL,2,50.52,2016-07-27
3489,Tanqueray,1.75L,2,30.37,2016-07-27
2127,Canadian Ltd,1.75L,3,10.62,2016-07-27
1232,Jack Daniels No 7 Black,750mL,1,22.85,2016-07-27
5365,Kahlua,750mL,1,20.29,2016-07-27
5364,Kahlua,1.75L,1,29.78,2016-07-27
3650,Patron Silver Tequila,750mL,2,49.66,2016-07-27
2589,Jameson Irish Whiskey,1.75L,4,43.19,2016-07-27
2432,Crown Royal,750mL,1,24.07,2016-07-27
3826,Skyy Vodka,1.75L,1,23.99,2016-07-27
2432,Crown Royal,750mL,1,22.91,2016-07-27
1233,Jack Daniels No 7 Black,1.75L,6,35.96,2016-07-27
8680,Crown Royal,1.75L,1,39.64,2016-07-27
4261,Capt Morgan Spiced Rum,1.75L,8,22.07,2016-07-27
3650,Patron Silver Tequila,750mL,2,50.47,2016-07-27
14006,Apothic Winemakers Red Blend,750mL,1,9.95,2016-07-27
14006,Apothic Winemakers Red Blend,750mL,1,10.1,2016-07-27
8082,Baileys Irish Cream,1.75L,1,34.19,2016-07-27
8159,Jose Cuervo Especial,1.75L,2,26.41,2016-07-27
2663,Dewars White Label,1.75L,1,39.64,2016-07-27
2585,Jameson Irish Whiskey,750mL,1,22.52,2016-07-27
3180,New Amsterdam Vodka,1.75L,7,17.68,2016-07-27
3826,Skyy Vodka,1.75L,1,20.42,2016-07-27
3405,Tito's Handmade Vodka,1.75L,11,29.17,2016-07-27
8068,Absolut 80 Proof,1.75L,1,24.46,2016-07-27
3893,Zhenka 80 Proof,1.75L,3,10.01,2016-07-27
8159,Jose Cuervo Especial,1.75L,1,25.46,2016-07-27
14006,Apothic Winemakers Red Blend,750mL,2,9.74,2016-07-27
3826,Skyy Vodka,1.75L,1,25.23,2016-07-27
5138,Fireball Cinnamon Whisky,750mL,1,14.24,2016-07-27
1385,Makers Mark,750mL,4,27.27,2016-07-27
3348,Bombay Sapphire Gin,1.75L,1,37.36,2016-07-27
8159,Jose Cuervo Especial,1.75L,3,26.44,2016-07-27
1233,Jack Daniels No 7 Black,1.75L,16,39.31,2016-07-27
3858,Grey Goose Vodka,750mL,1,23.67,2016-07-27
3505,Tito's Handmade Vodka,750mL,2,19.61,2016-07-27
2589,Jameson Irish Whiskey,1.75L,3,42.21,2016-07-27
1232,Jack Daniels No 7 Black,750mL,1,23.4,2016-07-27
4262,Capt Morgan Spiced Rum,750mL,1,14.67,2016-07-27
5365,Kahlua,750mL,1,19.32,2016-07-27
14006,Apothic Winemakers Red Blend,750mL,5,9.81,2016-07-27
3876,Smirnoff 80 Proof,1.75L,5,19.14,2016-07-27
8068,Absolut 80 Proof,1.75L,4,24.86,2016-07-27
2120,Canadian Club,1.75L,8,15.97,2016-07-27
2585,Jameson Irish Whiskey,750mL,1,23.44,2016-07-27
4261,Capt Morgan Spiced Rum,1.75L,13,22.74,2016-07-27
8159,Jose Cuervo Especial,1.75L,1,26.0,2016-07-27
1233,Jack Daniels No 7 Black,1.75L,2,35.88,2016-07-27
3826,Skyy Vodka,1.75L,2,24.35,2016-07-27
1385,Makers Mark,750mL,1,28.04,2016-07-27
8112,Stolichnaya,1.75L,1,24.85,2016-07-27
3802,Three Olives Vodka,1.75L,7,17.72,2016-07-27
5365,Kahlua,750mL,1,19.8,2016-07-27
4227,Bacardi Superior Rum Trav,1.75L,4,18.29,2016-07-27
3505,Tito's Handmade Vodka,750mL,1,22.01,2016-07-27
1476,Jim Beam Traveler,1.75L,7,22.27,2016-07-27
8082,Baileys Irish Cream,1.75L,5,37.82,2016-07-27
1737,Makers Mark,1.75L,1,45.6,2016-07-27
2114,Black Velvet Canadian Whisky,1.75L,4,12.71,2016-07-27
3102,Smirnoff Traveler,1.75L,2,18.38,2016-07-27
3826,Skyy Vodka,1.75L,5,20.44,2016-07-27
4227,Bacardi Superior Rum Trav,1.75L,6,18.02,2016-07-27
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,15.54,2016-07-27
3858,Grey Goose Vodka,750mL,2,24.71,2016-07-27
19748,Clos du Bois Chard,1.5L,9,14.82,2016-07-27
3180,New Amsterdam Vodka,1.75L,3,16.76,2016-07-27
3423,Beefeater,1.75L,1,27.43,2016-07-27
1376,Jim Beam,1.75L,3,23.79,2016-07-27
2585,Jameson Irish Whiskey,750mL,12,24.49,2016-07-27
2432,Crown Royal,750mL,1,26.16,2016-07-27
3545,Ketel One Vodka,1.75L,5,30.31,2016-07-27
3405,Tito's Handmade Vodka,1.75L,3,30.3,2016-07-27
8068,Absolut 80 Proof,1.75L,7,24.37,2016-07-27
3893,Zhenka 80 Proof,1.75L,1,10.3,2016-07-27
2127,Canadian Ltd,1.75L,10,10.71,2016-07-27
3102,Smirnoff Traveler,1.75L,2,18.14,2016-07-27
2432,Crown Royal,750mL,2,21.81,2016-07-27
3893,Zhenka 80 Proof,1.75L,5,10.05,2016-07-27
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,15.18,2016-07-27
1385,Makers Mark,750mL,1,28.37,2016-07-27
2120,Canadian Club,1.75L,10,15.9,2016-07-27
8082,Baileys Irish Cream,1.75L,2,35.07,2016-07-27
2432,Crown Royal,750mL,1,26.26,2016-07-27
2114,Black Velvet Canadian Whisky,1.75L,4,15.81,2016-07-27
1233,Jack Daniels No 7 Black,1.75L,5,36.64,2016-07-27
3405,Tito's Handmade Vodka,1.75L,6,31.07,2016-07-27
8159,Jose Cuervo Especial,1.75L,8,26.56,2016-07-27
8159,Jose Cuervo Especial,1.75L,4,26.11,2016-07-27
3405,Tito's Handmade Vodka,1.75L,3,28.65,2016-07-27
3512,Pinnacle Vodka,1.75L,6,17.27,2016-07-27
2114,Black Velvet Canadian Whisky,1.75L,5,16.16,2016-07-27
1233,Jack Daniels No 7 Black,1.75L,5,36.12,2016-07-27
3505,Tito's Handmade Vodka,750mL,1,18.76,2016-07-27
1232,Jack Daniels No 7 Black,750mL,6,22.68,2016-07-27
4261,Capt Morgan Spiced Rum,1.75L,8,22.14,2016-07-27
3423,Beefeater,1.75L,2,26.52,2016-07-27
1376,Jim Beam,1.75L,2,24.76,2016-07-27
3826,Skyy Vodka,1.75L,2,19.77,2016-07-27
3512,Pinnacle Vodka,1.75L,2,17.03,2016-07-27
3876,Smirnoff 80 Proof,1.75L,6,20.07,2016-07-27
2114,Black Velvet Canadian Whisky,1.75L,1,16.06,2016-07-27
3858,Grey Goose Vodka,750mL,2,23.98,2016-07-27
1232,Jack Daniels No 7 Black,750mL,1,22.6,2016-07-27
1232,Jack Daniels No 7 Black,750mL,5,22.84,2016-07-27
2127,Canadian Ltd,1.75L,1,10.46,2016-07-27
3893,Zhenka 80 Proof,1.75L,3,10.09,2016-07-27
2663,Dewars White Label,1.75L,1,41.34,2016-07-27
3545,Ketel One Vodka,1.75L,2,30.49,2016-07-27
1376,Jim Beam,1.75L,10,22.73,2016-07-27
5364,Kahlua,1.75L,16,32.48,2016-07-27
14006,Apothic Winemakers Red Blend,750mL,1,10.11,2016-07-27
3802,Three Olives Vodka,1.75L,6,17.89,2016-07-27
3893,Zhenka 80 Proof,1.75L,5,10.0,2016-07-27
8680,Crown Royal,1.75L,2,40.4,2016-07-27
3913,Svedka Vodka,1.75L,2,23.55,2016-07-27
1476,Jim Beam Traveler,1.75L,1,22.17,2016-07-27
2585,Jameson Irish Whiskey,750mL,1,23.75,2016-07-27
3858,Grey Goose Vodka,750mL,1,24.55,2016-07-27
2120,Canadian Club,1.75L,3,15.58,2016-07-27
3505,Tito's Handmade Vodka,750mL,2,22.57,2016-07-27
3405,Tito's Handmade Vodka,1.75L,4,29.07,2016-07-27
5365,Kahlua,750mL,1,19.5,2016-07-27
3512,Pinnacle Vodka,1.75L,4,17.15,2016-07-27
3913,Svedka Vodka,1.75L,2,17.92,2016-07-27
6570,Kendall Jackson Chard Vt RSV,750mL,1,14.37,2016-07-27
8159,Jose Cuervo Especial,1.75L,4,26.96,2016-07-27
8512,Baileys Irish Cream,750mL,1,20.02,2016-07-27
5365,Kahlua,750mL,1,19.49,2016-07-27
6570,Kendall Jackson Chard Vt RSV,750mL,26,14.66,2016-07-27
8068,Absolut 80 Proof,1.75L,2,25.25,2016-07-27
8159,Jose Cuervo Especial,1.75L,3,26.17,2016-07-27
3893,Zhenka 80 Proof,1.75L,6,9.8,2016-07-27
6650,Simi Chard,750mL,1,10.86,2016-07-27
8512,Baileys Irish Cream,750mL,1,20.03,2016-07-27
14006,Apothic Winemakers Red Blend,750mL,1,10.0,2016-07-27
3180,New Amsterdam Vodka,1.75L,8,15.08,2016-07-28
3102,Smirnoff Traveler,1.75L,1,16.91,2016-07-28
8068,Absolut 80 Proof,1.75L,1,26.09,2016-07-28
8159,Jose Cuervo Especial,1.75L,5,26.04,2016-07-28
1232,Jack Daniels No 7 Black,750mL,3,22.57,2016-07-28
8068,Absolut 80 Proof,1.75L,4,24.53,2016-07-28
1476,Jim Beam Traveler,1.75L,3,22.01,2016-07-28
4262,Capt Morgan Spiced Rum,750mL,4,14.96,2016-07-28
3858,Grey Goose Vodka,750mL,6,23.94,2016-07-28
1232,Jack Daniels No 7 Black,750mL,1,22.55,2016-07-28
3348,Bombay Sapphire Gin,1.75L,2,36.6,2016-07-28
2757,Johnnie Walker Red Label,1.75L,3,29.75,2016-07-28
2585,Jameson Irish Whiskey,750mL,5,23.14,2016-07-28
3512,Pinnacle Vodka,1.75L,1,17.18,2016-07-28
8112,Stolichnaya,1.75L,3,26.8,2016-07-28
3802,Three Olives Vodka,1.75L,2,17.58,2016-07-28
3876,Smirnoff 80 Proof,1.75L,7,19.33,2016-07-28
2432,Crown Royal,750mL,2,22.63,2016-07-28
3545,Ketel One Vodka,1.75L,12,30.5,2016-07-28
5364,Kahlua,1.75L,2,32.01,2016-07-28
6570,Kendall Jackson Chard Vt RSV,750mL,2,14.1,2016-07-28
3893,Zhenka 80 Proof,1.75L,1,9.74,2016-07-28
2432,Crown Royal,750mL,1,22.99,2016-07-28
2757,Johnnie Walker Red Label,1.75L,2,30.46,2016-07-28
8680,Crown Royal,1.75L,2,40.69,2016-07-28
3423,Beefeater,1.75L,1,26.46,2016-07-28
8512,Baileys Irish Cream,750mL,1,20.41,2016-07-28
1476,Jim Beam Traveler,1.75L,2,21.91,2016-07-28
3876,Smirnoff 80 Proof,1.75L,3,19.85,2016-07-28
3650,Patron Silver Tequila,750mL,2,52.17,2016-07-28
3876,Smirnoff 80 Proof,1.75L,3,18.12,2016-07-28
2757,Johnnie Walker Red Label,1.75L,1,30.47,2016-07-28
5103,Fireball Cinnamon Whisky,1.75L,1,26.55,2016-07-28
1233,Jack Daniels No 7 Black,1.75L,8,37.09,2016-07-28
2127,Canadian Ltd,1.75L,3,10.05,2016-07-28
3650,Patron Silver Tequila,750mL,1,48.31,2016-07-28
8159,Jose Cuervo Especial,1.75L,2,26.67,2016-07-28
2114,Black Velvet Canadian Whisky,1.75L,7,15.84,2016-07-28
2585,Jameson Irish Whiskey,750mL,2,22.56,2016-07-28
3858,Grey Goose Vodka,750mL,8,24.46,2016-07-28
6570,Kendall Jackson Chard Vt RSV,750mL,3,9.86,2016-07-28
8068,Absolut 80 Proof,1.75L,1,25.33,2016-07-28
3348,Bombay Sapphire Gin,1.75L,1,29.67,2016-07-28
2589,Jameson Irish Whiskey,1.75L,3,41.7,2016-07-28
8082,Baileys Irish Cream,1.75L,1,34.67,2016-07-28
2757,Johnnie Walker Red Label,1.75L,1,30.57,2016-07-28
4227,Bacardi Superior Rum Trav,1.75L,19,18.16,2016-07-28
4261,Capt Morgan Spiced Rum,1.75L,10,23.09,2016-07-28
2114,Black Velvet Canadian Whisky,1.75L,12,16.48,2016-07-28
3512,Pinnacle Vodka,1.75L,8,16.72,2016-07-28
3102,Smirnoff Traveler,1.75L,6,18.04,2016-07-28
2757,Johnnie Walker Red Label,1.75L,2,29.8,2016-07-28
3893,Zhenka 80 Proof,1.75L,8,10.24,2016-07-28
8159,Jose Cuervo Especial,1.75L,6,26.01,2016-07-28
2757,Johnnie Walker Red Label,1.75L,1,29.17,2016-07-28
2589,Jameson Irish Whiskey,1.75L,1,39.76,2016-07-28
3405,Tito's Handmade Vodka,1.75L,1,29.22,2016-07-28
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,15.88,2016-07-28
5364,Kahlua,1.75L,3,33.03,2016-07-28
3489,Tanqueray,1.75L,2,30.76,2016-07-28
3348,Bombay Sapphire Gin,1.75L,1,37.77,2016-07-28
2757,Johnnie Walker Red Label,1.75L,2,31.02,2016-07-28
4261,Capt Morgan Spiced Rum,1.75L,8,22.03,2016-07-28
14006,Apothic Winemakers Red Blend,750mL,2,9.96,2016-07-28
8082,Baileys Irish Cream,1.75L,5,35.21,2016-07-28
2114,Black Velvet Canadian Whisky,1.75L,5,13.15,2016-07-28
1385,Makers Mark,750mL,1,27.05,2016-07-28
3650,Patron Silver Tequila,750mL,2,51.99,2016-07-28
5365,Kahlua,750mL,1,19.98,2016-07-28
3858,Grey Goose Vodka,750mL,9,24.35,2016-07-28
3512,Pinnacle Vodka,1.75L,4,16.95,2016-07-28
4262,Capt Morgan Spiced Rum,750mL,1,14.44,2016-07-28
1476,Jim Beam Traveler,1.75L,4,23.56,2016-07-28
3489,Tanqueray,1.75L,1,30.31,2016-07-28
3348,Bombay Sapphire Gin,1.75L,2,36.47,2016-07-28
1476,Jim Beam Traveler,1.75L,2,22.04,2016-07-28
8680,Crown Royal,1.75L,2,40.65,2016-07-28
4262,Capt Morgan Spiced Rum,750mL,6,14.66,2016-07-28
2589,Jameson Irish Whiskey,1.75L,1,41.68,2016-07-28
3545,Ketel One Vodka,1.75L,1,30.54,2016-07-28
2757,Johnnie Walker Red Label,1.75L,1,29.74,2016-07-28
3545,Ketel One Vodka,1.75L,5,28.93,2016-07-28
6570,Kendall Jackson Chard Vt RSV,750mL,1,13.46,2016-07-28
6579,J Lohr Riverstone Chard,750mL,10,9.92,2016-07-28
3512,Pinnacle Vodka,1.75L,11,16.61,2016-07-28
3102,Smirnoff Traveler,1.75L,6,17.78,2016-07-28
2757,Johnnie Walker Red Label,1.75L,1,30.47,2016-07-28
8512,Baileys Irish Cream,750mL,1,19.51,2016-07-28
3545,Ketel One Vodka,1.75L,3,29.32,2016-07-28
5365,Kahlua,750mL,1,19.67,2016-07-28
1737,Makers Mark,1.75L,2,46.96,2016-07-28
14006,Apothic Winemakers Red Blend,750mL,2,10.02,2016-07-28
2114,Black Velvet Canadian Whisky,1.75L,1,12.82,2016-07-28
3512,Pinnacle Vodka,1.75L,1,17.41,2016-07-28
1233,Jack Daniels No 7 Black,1.75L,4,38.15,2016-07-28
3893,Zhenka 80 Proof,1.75L,11,10.3,2016-07-28
3423,Beefeater,1.75L,3,27.06,2016-07-28
2589,Jameson Irish Whiskey,1.75L,2,45.11,2016-07-28
3802,Three Olives Vodka,1.75L,2,18.27,2016-07-28
2120,Canadian Club,1.75L,3,16.55,2016-07-28
1233,Jack Daniels No 7 Black,1.75L,1,35.4,2016-07-28
8112,Stolichnaya,1.75L,2,26.73,2016-07-28
3802,Three Olives Vodka,1.75L,3,17.65,2016-07-28
5103,Fireball Cinnamon Whisky,1.75L,3,28.53,2016-07-28
1385,Makers Mark,750mL,1,27.32,2016-07-28
3423,Beefeater,1.75L,1,27.24,2016-07-28
4262,Capt Morgan Spiced Rum,750mL,2,16.94,2016-07-28
4261,Capt Morgan Spiced Rum,1.75L,8,22.16,2016-07-28
2120,Canadian Club,1.75L,1,17.68,2016-07-28
5103,Fireball Cinnamon Whisky,1.75L,4,29.39,2016-07-28
4262,Capt Morgan Spiced Rum,750mL,1,14.97,2016-07-28
3826,Skyy Vodka,1.75L,1,24.92,2016-07-28
2663,Dewars White Label,1.75L,3,39.22,2016-07-28
3102,Smirnoff Traveler,1.75L,7,17.73,2016-07-28
8680,Crown Royal,1.75L,2,39.23,2016-07-28
8112,Stolichnaya,1.75L,1,26.58,2016-07-28
3858,Grey Goose Vodka,750mL,7,23.94,2016-07-28
1233,Jack Daniels No 7 Black,1.75L,7,37.13,2016-07-28
2757,Johnnie Walker Red Label,1.75L,1,29.34,2016-07-28
5103,Fireball Cinnamon Whisky,1.75L,2,25.6,2016-07-28
3348,Bombay Sapphire Gin,1.75L,2,37.76,2016-07-28
3102,Smirnoff Traveler,1.75L,2,17.96,2016-07-28
3405,Tito's Handmade Vodka,1.75L,3,29.17,2016-07-28
8082,Baileys Irish Cream,1.75L,1,35.04,2016-07-28
3858,Grey Goose Vodka,750mL,10,24.33,2016-07-28
2585,Jameson Irish Whiskey,750mL,12,24.3,2016-07-28
2114,Black Velvet Canadian Whisky,1.75L,6,16.37,2016-07-28
8112,Stolichnaya,1.75L,1,26.27,2016-07-28
8112,Stolichnaya,1.75L,2,25.26,2016-07-28
3423,Beefeater,1.75L,1,27.13,2016-07-28
3826,Skyy Vodka,1.75L,1,24.34,2016-07-28
3405,Tito's Handmade Vodka,1.75L,1,30.94,2016-07-28
4227,Bacardi Superior Rum Trav,1.75L,12,18.04,2016-07-28
5364,Kahlua,1.75L,4,31.22,2016-07-28
3423,Beefeater,1.75L,1,27.42,2016-07-28
4261,Capt Morgan Spiced Rum,1.75L,15,21.72,2016-07-28
8680,Crown Royal,1.75L,1,40.06,2016-07-28
11219,Josh Cellars Cab Svgn Sonoma,750mL,3,16.37,2016-07-28
5365,Kahlua,750mL,4,20.11,2016-07-28
1476,Jim Beam Traveler,1.75L,1,22.86,2016-07-28
3489,Tanqueray,1.75L,4,29.16,2016-07-28
1385,Makers Mark,750mL,8,27.2,2016-07-28
4261,Capt Morgan Spiced Rum,1.75L,7,21.54,2016-07-28
2432,Crown Royal,750mL,7,22.75,2016-07-28
8068,Absolut 80 Proof,1.75L,3,25.43,2016-07-28
1376,Jim Beam,1.75L,1,23.18,2016-07-28
3802,Three Olives Vodka,1.75L,8,17.53,2016-07-28
8512,Baileys Irish Cream,750mL,2,20.3,2016-07-28
4227,Bacardi Superior Rum Trav,1.75L,3,17.97,2016-07-28
3512,Pinnacle Vodka,1.75L,3,16.96,2016-07-28
1232,Jack Daniels No 7 Black,750mL,10,22.02,2016-07-28
2432,Crown Royal,750mL,1,22.97,2016-07-28
3858,Grey Goose Vodka,750mL,2,23.25,2016-07-28
2114,Black Velvet Canadian Whisky,1.75L,1,12.47,2016-07-28
8680,Crown Royal,1.75L,12,42.92,2016-07-28
3650,Patron Silver Tequila,750mL,1,48.65,2016-07-28
3857,Grey Goose Vodka,1.75L,1,57.25,2016-07-28
1232,Jack Daniels No 7 Black,750mL,3,22.11,2016-07-28
3893,Zhenka 80 Proof,1.75L,2,10.11,2016-07-28
3802,Three Olives Vodka,1.75L,2,19.69,2016-07-28
3802,Three Olives Vodka,1.75L,4,17.62,2016-07-28
11219,Josh Cellars Cab Svgn Sonoma,750mL,7,15.75,2016-07-28
1476,Jim Beam Traveler,1.75L,1,22.37,2016-07-28
2585,Jameson Irish Whiskey,750mL,4,23.42,2016-07-28
3858,Grey Goose Vodka,750mL,1,24.62,2016-07-28
3858,Grey Goose Vodka,750mL,3,24.24,2016-07-28
3489,Tanqueray,1.75L,3,30.96,2016-07-28
8512,Baileys Irish Cream,750mL,6,20.31,2016-07-28
3876,Smirnoff 80 Proof,1.75L,5,17.97,2016-07-28
3876,Smirnoff 80 Proof,1.75L,1,19.52,2016-07-28
2114,Black Velvet Canadian Whisky,1.75L,4,16.67,2016-07-28
3423,Beefeater,1.75L,3,27.57,2016-07-28
8680,Crown Royal,1.75L,5,39.98,2016-07-28
8159,Jose Cuervo Especial,1.75L,3,26.15,2016-07-28
8082,Baileys Irish Cream,1.75L,1,38.74,2016-07-28
3650,Patron Silver Tequila,750mL,1,48.52,2016-07-28
2432,Crown Royal,750mL,3,21.59,2016-07-28
3405,Tito's Handmade Vodka,1.75L,3,29.23,2016-07-28
1476,Jim Beam Traveler,1.75L,3,21.79,2016-07-28
2589,Jameson Irish Whiskey,1.75L,3,41.34,2016-07-28
1385,Makers Mark,750mL,1,26.92,2016-07-28
3802,Three Olives Vodka,1.75L,1,17.69,2016-07-28
3857,Grey Goose Vodka,1.75L,1,57.39,2016-07-28
4261,Capt Morgan Spiced Rum,1.75L,1,21.53,2016-07-28
2120,Canadian Club,1.75L,6,14.99,2016-07-28
8082,Baileys Irish Cream,1.75L,3,29.75,2016-07-28
8082,Baileys Irish Cream,1.75L,2,33.8,2016-07-28
3893,Zhenka 80 Proof,1.75L,7,9.88,2016-07-28
2663,Dewars White Label,1.75L,3,40.59,2016-07-28
3876,Smirnoff 80 Proof,1.75L,5,19.73,2016-07-28
5103,Fireball Cinnamon Whisky,1.75L,1,24.93,2016-08-01
8680,Crown Royal,1.75L,1,39.82,2016-08-01
8512,Baileys Irish Cream,750mL,7,20.01,2016-08-01
3512,Pinnacle Vodka,1.75L,9,16.49,2016-08-01
2663,Dewars White Label,1.75L,1,38.27,2016-08-01
3489,Tanqueray,1.75L,6,29.94,2016-08-01
2663,Dewars White Label,1.75L,2,40.75,2016-08-01
2127,Canadian Ltd,1.75L,4,10.85,2016-08-01
3893,Zhenka 80 Proof,1.75L,7,10.29,2016-08-01
3505,Tito's Handmade Vodka,750mL,6,19.37,2016-08-01
3102,Smirnoff Traveler,1.75L,1,17.95,2016-08-01
5364,Kahlua,1.75L,1,32.23,2016-08-01
3405,Tito's Handmade Vodka,1.75L,9,28.93,2016-08-01
1385,Makers Mark,750mL,1,28.07,2016-08-01
11219,Josh Cellars Cab Svgn Sonoma,750mL,2,15.64,2016-08-01
3423,Beefeater,1.75L,1,27.28,2016-08-01
3858,Grey Goose Vodka,750mL,5,24.29,2016-08-01
3423,Beefeater,1.75L,1,27.54,2016-08-01
6570,Kendall Jackson Chard Vt RSV,750mL,9,10.12,2016-08-01
4262,Capt Morgan Spiced Rum,750mL,2,17.19,2016-08-01
6570,Kendall Jackson Chard Vt RSV,750mL,13,9.85,2016-08-01
8068,Absolut 80 Proof,1.75L,5,25.44,2016-08-01
3102,Smirnoff Traveler,1.75L,21,17.96,2016-08-01
3512,Pinnacle Vodka,1.75L,2,16.66,2016-08-01
3826,Skyy Vodka,1.75L,1,20.13,2016-08-01
3423,Beefeater,1.75L,1,27.06,2016-08-01
3802,Three Olives Vodka,1.75L,1,18.13,2016-08-01
3802,Three Olives Vodka,1.75L,6,18.34,2016-08-01
1233,Jack Daniels No 7 Black,1.75L,3,36.66,2016-08-01
3826,Skyy Vodka,1.75L,2,19.13,2016-08-01
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,14.32,2016-08-01
8512,Baileys Irish Cream,750mL,3,20.06,2016-08-01
3512,Pinnacle Vodka,1.75L,6,17.28,2016-08-01
2663,Dewars White Label,1.75L,1,39.39,2016-08-01
14006,Apothic Winemakers Red Blend,750mL,1,9.98,2016-08-01
3489,Tanqueray,1.75L,4,30.56,2016-08-01
11219,Josh Cellars Cab Svgn Sonoma,750mL,5,14.85,2016-08-01
14006,Apothic Winemakers Red Blend,750mL,2,9.83,2016-08-01
3802,Three Olives Vodka,1.75L,3,17.87,2016-08-01
2120,Canadian Club,1.75L,2,14.88,2016-08-01
3489,Tanqueray,1.75L,2,35.23,2016-08-01
6579,J Lohr Riverstone Chard,750mL,1,14.05,2016-08-01
3505,Tito's Handmade Vodka,750mL,1,22.09,2016-08-01
3802,Three Olives Vodka,1.75L,6,18.04,2016-08-01
3802,Three Olives Vodka,1.75L,1,18.26,2016-08-01
5364,Kahlua,1.75L,8,31.47,2016-08-01
3405,Tito's Handmade Vodka,1.75L,3,28.44,2016-08-01
3826,Skyy Vodka,1.75L,8,19.29,2016-08-01
8680,Crown Royal,1.75L,1,39.07,2016-08-01
2432,Crown Royal,750mL,10,25.67,2016-08-01
3893,Zhenka 80 Proof,1.75L,5,9.81,2016-08-01
5138,Fireball Cinnamon Whisky,750mL,8,14.13,2016-08-01
3405,Tito's Handmade Vodka,1.75L,4,29.35,2016-08-01
1476,Jim Beam Traveler,1.75L,1,22.7,2016-08-01
5364,Kahlua,1.75L,2,30.61,2016-08-01
3545,Ketel One Vodka,1.75L,7,30.8,2016-08-01
1476,Jim Beam Traveler,1.75L,1,22.32,2016-08-01
2585,Jameson Irish Whiskey,750mL,6,23.89,2016-08-01
